id,target
1598,1
1606,0
1612,0
1616,1
1620,0
1624,0
1629,0
1630,0
1635,0
1640,0
1641,0
1642,0
1651,0
1655,1
1656,0
1659,0
1664,1
1667,0
1668,0
1674,0
1678,0
1680,0
1681,0
1682,0
1685,0
1695,0
1696,0
1697,0
1704,0
1708,0
1711,0
1713,0
1714,0
1717,0
1729,1
1730,1
1732,0
1734,1
1736,0
1738,0
1742,0
1743,0
1746,1
1748,0
1749,1
1751,1
1758,0
1764,0
1765,0
1777,1
1778,0
1781,1
1782,0
1783,1
1785,0
1788,0
1793,1
1794,1
1795,0
1797,0
1800,0
1801,0
1805,0
1806,1
1819,0
1820,0
1825,0
1828,0
1829,0
1830,0
1839,1
1843,0
1844,0
1846,0
1849,0
1850,0
1854,1
1855,0
1858,0
1859,0
1862,0
1867,0
1868,1
1871,0
1872,1
1874,0
1876,0
1879,0
1884,0
1891,0
1894,0
1896,0
1902,0
1903,0
1904,0
1906,0
1907,0
1912,0
1913,0
1923,0
1926,1
1928,0
1930,0
1931,0
1934,0
1936,0
1944,0
1946,0
1947,0
1958,0
1964,0
1970,0
1974,0
1977,0
1978,0
1982,0
1984,0
1988,0
1993,0
1997,0
1998,0
2002,0
2004,0
2005,0
2008,0
2011,0
2013,0
2018,0
2021,0
2025,0
2029,0
2030,0
2032,0
2037,0
2041,0
2044,0
2048,0
2052,0
2053,0
2054,0
2062,0
2065,0
2066,0
2072,0
2079,0
2080,0
2085,0
2088,0
2090,0
2092,0
2093,0
2101,1
2104,0
2105,0
2106,0
2107,0
2120,0
2124,0
2127,0
2130,0
2132,0
2135,0
2137,0
2140,0
2143,0
2147,0
2151,0
2152,0
2155,0
2156,0
2162,0
2165,0
2166,0
2167,0
2168,0
2170,0
2178,0
2180,0
2182,0
2184,0
2185,0
2187,0
2196,0
2197,0
2199,0
2200,0
2201,0
2202,0
2206,0
2208,0
2218,0
2223,0
2224,0
2226,0
2228,0
2232,0
2234,0
2243,0
2247,0
2249,0
2252,0
2253,0
2259,1
2261,0
2264,0
2268,0
2269,0
2270,0
2276,0
2283,0
2287,0
2290,0
2291,0
2293,0
2295,0
2302,0
2305,0
2310,0
2313,0
2316,0
2320,0
2322,0
2323,0
2326,0
2328,0
2331,0
2335,0
2338,0
2343,0
2344,0
2345,0
2353,0
2355,0
2357,0
2360,0
2365,0
2369,0
2371,0
2378,0
2380,0
2381,0
2383,0
2384,0
2392,0
2393,0
2401,0
2403,0
2404,0
2405,0
2407,0
2411,0
2424,0
2426,0
2431,0
2433,0
2434,0
2436,0
2439,0
2444,0
2447,0
2448,0
2449,0
2450,0
2461,0
2469,0
2472,0
2473,0
2474,0
2477,0
2481,0
2484,0
2495,0
2503,0
2509,0
2511,0
2518,0
2522,0
2525,0
2526,0
2529,0
2533,0
2549,0
2551,0
2558,0
2562,0
2563,0
2567,0
2574,0
2577,0
2578,0
2580,0
2581,0
2583,0
2584,0
2586,0
2589,0
2595,0
2596,0
2600,0
2601,0
2607,0
2610,0
2613,0
2615,0
2618,0
2620,0
2623,0
2626,0
2630,0
2634,0
2636,1
2638,0
2639,0
2646,0
2650,0
2652,0
2653,0
2654,0
2662,0
2665,0
2669,0
2674,0
2678,0
2681,0
2685,0
2686,0
2690,0
2697,0
2699,0
2704,0
2705,0
2710,0
2712,1
2713,0
2716,0
2717,0
2718,0
2721,0
2722,0
2735,0
2737,0
2738,0
2742,0
2745,0
2746,0
2747,0
2750,0
2751,0
2754,0
2762,0
2764,0
2772,0
2775,0
2776,0
2779,0
2781,0
2789,0
2790,0
2791,0
2798,0
2800,0
2804,0
2805,0
2806,0
2809,0
2810,0
2812,0
2814,0
2816,0
2818,0
2823,0
2824,0
2834,0
2837,0
2840,0
2845,0
2847,0
2848,0
2850,0
2859,0
2862,0
2868,0
2874,0
2876,0
2892,0
2894,0
2897,0
2901,0
2903,0
2904,0
2906,0
2914,0
2918,0
2919,0
2923,0
2926,0
2928,0
2930,0
2938,0
2940,0
2949,0
2951,0
2958,0
2961,0
2962,0
2964,0
2966,0
2967,0
2968,0
2972,0
2977,0
2978,0
2979,0
2981,0
2985,0
2986,0
2989,0
2994,0
2996,0
2997,0
2999,0
3002,0
3007,0
3008,0
3017,0
3020,0
3024,0
3028,0
3031,0
3032,0
3033,0
3035,0
3040,0
3041,0
3046,0
3050,0
3063,0
3065,0
3067,0
3069,0
3076,0
3078,0
3081,1
3087,0
3088,0
3094,1
3096,0
3098,0
3103,1
3110,1
3113,1
3121,1
3127,0
3128,1
3129,1
3135,1
3143,1
3146,1
3148,1
3149,1
3151,0
3156,1
3160,1
3164,1
3169,0
3178,1
3187,0
3194,0
3202,1
3203,0
3204,1
3206,1
3207,1
3208,1
3209,0
3213,1
3214,0
3215,1
3220,1
3223,0
3224,1
3226,0
3228,0
3230,1
3232,1
3233,1
3234,0
3238,1
3246,0
3247,0
3250,0
3251,1
3254,0
3257,1
3258,0
3261,1
3267,0
3268,0
3269,0
3271,0
3272,0
3273,1
3279,1
3290,0
3291,0
3293,1
3294,0
3298,0
3305,0
3306,0
3307,0
3310,0
3313,1
3314,0
3315,0
3316,0
3321,0
3325,1
3326,0
3327,1
3330,0
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,0
3353,1
3354,1
3358,0
3360,1
3366,1
3371,1
3374,0
3375,1
3378,1
3382,1
3384,1
3385,0
3386,1
3392,0
3399,1
3407,0
3409,0
3416,1
3420,0
3422,1
3424,0
3426,0
3427,1
3434,1
3438,0
3441,0
3442,1
3443,0
3444,0
3449,1
3453,1
3454,1
3456,1
3457,0
3458,1
3461,0
3467,0
3479,1
3488,0
3491,1
3496,1
3502,1
3507,0
3511,0
3515,0
3516,0
3538,0
3539,0
3541,0
3545,0
3546,0
3547,0
3551,1
3553,0
3556,0
3558,0
3559,1
3561,0
3562,0
3563,0
3564,1
3571,1
3574,0
3576,0
3577,1
3579,0
3580,0
3586,0
3590,0
3599,1
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,1
3616,1
3620,0
3622,0
3624,0
3630,0
3644,0
3649,0
3651,1
3654,1
3665,0
3668,0
3671,1
3672,0
3673,0
3677,0
3678,0
3687,0
3688,0
3693,1
3698,0
3699,0
3701,0
3703,1
3706,0
3707,1
3709,1
3711,0
3714,0
3716,1
3720,1
3728,0
3731,0
3732,0
3733,0
3734,1
3740,0
3746,0
3749,0
3751,0
3755,0
3757,0
3762,0
3767,0
3769,0
3779,0
3781,0
3782,0
3783,1
3784,0
3790,0
3791,0
3792,0
3794,0
3799,0
3801,0
3804,0
3808,0
3809,0
3811,1
3813,0
3817,1
3818,0
3823,0
3843,1
3844,0
3846,1
3847,0
3852,1
3854,0
3856,0
3863,0
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3890,1
3891,0
3898,0
3902,0
3909,0
3910,0
3912,0
3915,1
3918,1
3920,1
3925,1
3928,0
3929,1
3930,1
3931,1
3934,0
3939,0
3941,0
3942,0
3943,0
3946,1
3963,1
3965,0
3966,0
3971,0
3972,1
3974,1
3976,0
3978,0
3981,1
3985,0
3986,0
3987,1
3988,1
3991,0
3999,0
4001,0
4002,1
4004,0
4007,0
4009,0
4013,0
4015,0
4016,0
4023,0
4031,0
4035,0
4036,0
4037,1
4040,1
4048,0
4053,0
4056,0
4059,0
4066,0
4067,0
4069,0
4070,0
4071,1
4073,0
4074,0
4075,1
4082,0
4090,0
4099,0
4102,0
4106,0
4109,0
4110,1
4115,0
4118,0
4120,0
4125,0
4126,0
4130,0
4134,0
4136,0
4137,1
4144,0
4148,1
4151,0
4155,1
4162,0
4165,0
4169,0
4174,1
4179,0
4185,0
4186,1
4187,0
4188,1
4190,0
4192,0
4193,1
4194,0
4195,0
4196,0
4207,1
4208,0
4215,0
4217,0
4222,0
4223,0
4226,0
4228,0
4229,0
4231,0
4234,1
4236,0
4249,0
4254,1
4258,0
4259,0
4263,1
4267,0
4277,0
4278,1
4280,1
4283,0
4285,1
4286,1
4287,1
4290,1
4291,0
4294,0
4302,0
4308,0
4310,0
4311,0
4315,0
4316,0
4319,0
4331,0
4338,0
4339,0
4340,0
4344,1
4346,0
4347,0
4360,1
4364,0
4367,0
4369,0
4370,0
4371,0
4380,0
4386,0
4389,1
4390,0
4394,0
4399,0
4400,0
4404,0
4409,1
4414,0
4417,0
4418,1
4419,1
4420,0
4422,0
4429,0
4431,0
4433,0
4434,1
4439,1
4443,0
4446,0
4447,1
4453,0
4460,0
4461,0
4462,1
4467,1
4469,0
4473,0
4474,0
4475,0
4477,0
4481,1
4483,0
4484,0
4485,0
4495,0
4497,0
4500,0
4501,0
4502,1
4505,0
4506,0
4510,1
4512,1
4513,0
4532,0
4535,0
4536,1
4540,0
4545,0
4552,0
4554,0
4555,1
4558,0
4559,0
4560,0
4566,0
4570,0
4572,0
4574,0
4581,0
4583,0
4586,0
4591,0
4594,0
4603,1
4605,0
4612,1
4613,1
4615,0
4618,0
4621,0
4623,0
4626,0
4629,0
4633,1
4636,0
4638,0
4640,0
4643,1
4645,1
4647,0
4648,0
4651,1
4652,0
4653,0
4654,0
4660,0
4662,0
4663,0
4665,0
4668,0
4676,0
4683,0
4685,0
4686,0
4701,0
4718,0
4721,0
4727,0
4728,1
4733,0
4741,0
4743,0
4746,0
4751,0
4756,0
4761,1
4763,0
4764,0
4767,0
4772,0
4776,0
4780,0
4781,0
4792,0
4796,1
4801,1
4804,0
4805,0
4806,0
4811,0
4815,0
4816,0
4817,0
4818,0
4822,0
4824,0
4827,0
4837,1
4838,0
4839,0
4841,0
4851,0
4855,0
4861,0
4862,0
4863,0
4865,1
4871,0
4873,0
4880,1
4885,0
4886,0
4902,0
4904,0
4907,0
4916,1
4921,0
4925,1
4927,0
4928,1
4930,0
4932,0
4933,0
4937,0
4939,1
4941,0
4942,0
4947,0
4949,0
4950,0
4956,1
4960,0
4963,0
4965,1
4976,0
4977,0
4987,0
4991,0
4994,0
4999,0
5003,0
5006,0
5009,0
5011,1
5012,0
5014,0
5020,0
5021,1
5023,0
5026,1
5030,0
5031,0
5036,1
5042,0
5045,0
5048,0
5051,0
5053,0
5054,0
5057,0
5058,0
5066,0
5070,0
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,0
5100,0
5108,0
5111,0
5112,0
5118,0
5121,1
5123,1
5129,0
5133,1
5143,0
5147,1
5151,0
5156,1
5158,1
5161,0
5163,0
5167,0
5173,0
5205,1
5214,0
5215,0
5216,0
5217,0
5225,0
5237,0
5239,1
5240,0
5241,0
5246,0
5250,1
5253,0
5258,0
5261,0
5268,0
5275,0
5277,0
5279,0
5288,0
5289,0
5294,0
5303,1
5307,0
5311,0
5312,0
5314,0
5318,0
5327,0
5329,0
5333,0
5334,0
5340,1
5348,0
5358,0
5360,0
5361,1
5363,1
5364,0
5369,1
5370,0
5374,1
5376,1
5388,0
5390,0
5393,1
5394,0
5395,0
5398,0
5399,0
5401,0
5402,0
5405,0
5414,0
5415,0
5419,1
5421,0
5422,0
5424,0
5427,0
5429,0
5431,0
5433,0
5434,0
5435,0
5436,0
5438,0
5440,0
5441,0
5447,1
5451,0
5453,1
5456,0
5457,1
5463,0
5464,1
5470,0
5472,1
5474,0
5478,1
5483,0
5490,0
5500,0
5504,0
5508,0
5511,0
5512,0
5513,1
5516,0
5523,0
5527,0
5530,1
5533,0
5536,1
5537,1
5542,0
5543,0
5546,0
5549,1
5550,0
5551,0
5562,0
5566,0
5568,1
5571,1
5572,0
5574,0
5583,0
5585,0
5591,0
5596,0
5597,0
5601,0
5606,0
5607,0
5610,0
5615,0
5616,0
5623,0
5630,0
5636,0
5637,0
5639,0
5640,0
5643,0
5648,0
5649,0
5660,0
5666,0
5667,1
5678,0
5679,1
5681,0
5682,0
5691,0
5696,1
5697,0
5700,0
5701,1
5702,0
5708,0
5709,0
5718,0
5723,0
5725,0
5728,0
5731,0
5735,0
5737,0
5738,1
5742,0
5747,0
5749,0
5750,0
5755,0
5756,0
5761,0
5762,0
5767,0
5768,0
5770,1
5773,0
5774,1
5779,0
5782,0
5785,0
5786,0
5787,1
5788,0
5796,1
5802,0
5806,1
5809,0
5810,0
5811,1
5813,0
5820,1
5823,0
5830,0
5831,0
5838,0
5839,0
5844,0
5846,0
5851,0
5852,0
5857,1
5859,0
5860,0
5862,0
5865,0
5866,1
5871,0
5872,0
5877,0
5878,0
5879,0
5880,0
5895,0
5897,0
5910,0
5914,0
5915,0
5917,0
5924,0
5926,0
5931,1
5936,0
5940,0
5941,0
5945,0
5946,0
5948,0
5951,0
5967,0
5968,0
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,0
5993,0
5994,0
6005,0
6006,0
6008,0
6010,0
6011,0
6014,0
6016,0
6018,0
6021,0
6025,0
6028,0
6029,0
6035,0
6040,1
6042,0
6044,1
6046,0
6052,0
6054,0
6062,0
6063,0
6067,0
6068,0
6077,0
6079,1
6080,0
6081,1
6082,1
6089,0
6095,0
6101,0
6107,0
6114,0
6117,0
6121,0
6122,0
6124,0
6129,1
6131,0
6136,0
6139,0
6142,0
6143,0
6144,0
6149,0
6155,0
6157,0
6158,0
6161,0
6168,0
6172,0
6176,0
6177,0
6179,0
6180,0
6182,1
6186,0
6189,0
6190,0
6194,0
6204,0
6205,0
6209,1
6210,0
6212,0
6214,0
6221,0
6225,1
6228,1
6229,0
6231,0
6235,1
6236,1
6237,1
6238,1
6239,0
6242,0
6249,0
6250,0
6251,1
6252,0
6260,0
6264,1
6266,1
6270,0
6275,0
6279,1
6280,0
6284,1
6285,0
6286,1
6287,0
6288,0
6289,1
6290,1
6291,0
6295,1
6298,0
6307,1
6308,1
6309,1
6313,0
6316,1
6319,1
6321,0
6324,0
6327,0
6333,0
6351,0
6352,0
6353,0
6357,0
6359,0
6360,0
6364,0
6367,0
6368,0
6377,0
6378,0
6379,0
6381,1
6390,1
6401,0
6408,1
6409,1
6411,1
6419,1
6424,1
6426,0
6428,0
6431,0
6432,1
6433,0
6435,1
6437,1
6439,1
6442,0
6444,1
6447,0
6456,0
6457,0
6460,0
6468,1
6471,1
6475,0
6476,1
6479,1
6483,0
6487,1
6488,0
6489,0
6496,1
6498,1
6502,0
6503,0
6507,1
6508,1
6509,0
6517,0
6521,0
6522,0
6524,1
6526,0
6531,1
6533,1
6538,0
6539,1
6544,1
6557,0
6558,0
6562,0
6563,0
6564,0
6574,1
6578,0
6581,0
6584,0
6587,1
6589,0
6590,1
6592,1
6595,0
6599,0
6600,1
6606,1
6609,0
6612,0
6615,0
6618,1
6620,0
6623,1
6633,1
6639,0
6640,0
6641,1
6645,1
6650,0
6651,0
6652,0
6657,0
6659,0
6666,1
6671,1
6673,0
6674,0
6677,0
6680,0
6684,0
6685,0
6691,0
6692,0
6696,0
6698,0
6704,0
6705,0
6710,0
6713,1
6715,1
6717,0
6718,0
6720,0
6728,0
6732,0
6733,1
6739,1
6740,0
6741,1
6743,0
6747,0
6750,0
6752,1
6753,0
6755,0
6761,0
6763,0
6768,0
6770,1
6771,1
6777,0
6778,0
6780,0
6782,0
6786,0
6791,0
6797,1
6798,0
6803,0
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,1
6836,0
6838,1
6840,0
6842,1
6846,0
6851,0
6853,0
6856,0
6859,1
6865,0
6866,0
6868,0
6869,0
6871,0
6873,0
6886,1
6887,0
6888,0
6889,1
6891,0
6894,0
6895,0
6899,1
6901,0
6902,1
6904,1
6906,0
6922,1
6923,0
6924,1
6927,0
6934,0
6938,0
6941,1
6942,0
6944,0
6947,0
6952,0
6957,1
6958,0
6964,0
6968,1
6969,0
6976,1
6982,1
6986,0
6987,1
6989,1
6991,0
6993,0
6995,1
6997,1
7000,0
7003,0
7004,1
7007,1
7011,1
7014,0
7016,1
7017,1
7020,0
7022,0
7028,0
7033,1
7034,0
7035,1
7038,0
7040,1
7041,0
7042,1
7045,0
7049,0
7055,0
7057,1
7062,1
7064,0
7066,0
7067,0
7072,1
7079,0
7082,1
7083,0
7084,1
7085,0
7087,0
7090,1
7094,0
7096,1
7099,0
7100,0
7101,0
7102,1
7103,0
7107,1
7110,0
7113,0
7117,0
7119,0
7123,0
7127,1
7133,0
7139,0
7143,0
7145,0
7151,0
7152,0
7153,0
7156,1
7162,1
7170,0
7172,1
7177,0
7181,0
7182,0
7189,0
7190,0
7200,1
7207,0
7209,0
7212,0
7216,0
7217,1
7219,1
7220,0
7222,1
7225,0
7233,0
7237,1
7238,1
7239,1
7240,0
7243,1
7245,1
7246,0
7249,1
7257,0
7258,0
7259,0
7262,0
7263,0
7269,1
7271,0
7273,0
7276,1
7279,1
7282,1
7284,1
7293,1
7298,0
7303,0
7304,0
7305,0
7308,0
7313,0
7314,1
7321,0
7322,0
7327,0
7333,0
7336,0
7339,0
7341,0
7346,0
7347,0
7349,0
7351,0
7353,0
7363,1
7364,0
7368,1
7370,0
7375,1
7376,1
7379,0
7382,0
7384,0
7385,1
7387,0
7388,0
7389,0
7394,0
7396,0
7398,0
7399,0
7401,0
7404,0
7406,0
7409,0
7411,1
7417,0
7420,0
7422,0
7423,0
7427,1
7429,0
7432,0
7435,0
7436,1
7440,1
7441,0
7445,1
7448,0
7449,0
7450,0
7454,0
7455,0
7460,0
7462,0
7464,1
7466,0
7468,0
7469,0
7471,0
7472,1
7483,0
7484,0
7485,1
7486,0
7487,0
7489,0
7492,0
7495,0
7499,0
7500,0
7506,0
7508,0
7509,0
7511,0
7516,1
7524,0
7538,0
7539,0
7541,0
7546,0
7549,0
7562,0
7564,0
7567,0
7572,0
7574,0
7575,0
7586,0
7592,1
7596,1
7597,1
7599,0
7606,0
7615,1
7618,0
7620,0
7624,1
7625,1
7629,0
7632,0
7636,1
7637,0
7646,0
7655,0
7658,0
7660,1
7664,0
7665,0
7666,0
7667,0
7673,0
7676,0
7682,0
7684,0
7690,0
7697,0
7700,0
7704,0
7705,1
7706,0
7708,0
7709,0
7710,1
7713,0
7716,0
7726,0
7729,1
7730,0
7732,0
7734,0
7740,0
7741,1
7745,0
7757,0
7762,1
7770,0
7776,0
7777,1
7778,0
7779,0
7782,0
7786,0
7791,1
7792,0
7794,0
7795,1
7796,0
7798,1
7805,1
7806,0
7808,0
7811,1
7814,0
7819,0
7820,1
7825,1
7829,1
7834,1
7836,1
7838,0
7841,0
7845,0
7846,0
7853,1
7856,1
7858,0
7859,0
7866,1
7875,1
7879,1
7884,1
7886,1
7890,1
7892,1
7896,0
7899,0
7900,1
7901,0
7904,1
7911,1
7917,1
7919,0
7920,0
7921,1
7922,0
7925,1
7927,0
7928,1
7931,1
7942,0
7946,0
7947,0
7948,0
7951,0
7956,0
7961,1
7964,1
7966,0
7967,0
7974,1
7975,0
7979,0
7985,1
7986,1
7993,1
7995,1
7997,0
7998,0
8004,0
8007,0
8011,1
8014,0
8022,1
8027,0
8033,1
8041,1
8042,0
8046,0
8048,0
8050,0
8051,0
8052,0
8053,1
8054,1
8059,0
8063,0
8072,1
8075,1
8076,1
8077,0
8078,1
8080,1
8082,1
8086,1
8090,0
8092,0
8093,0
8099,1
8104,0
8107,0
8108,1
8114,1
8115,0
8117,1
8123,1
8124,0
8127,0
8132,0
8134,0
8139,1
8145,0
8148,0
8151,1
8152,1
8153,0
8157,0
8160,0
8166,0
8167,1
8173,0
8174,1
8178,0
8179,0
8185,0
8186,1
8192,1
8193,0
8194,1
8197,0
8198,0
8199,0
8200,1
8206,0
8207,1
8220,1
8222,0
8227,1
8228,0
8229,0
8230,0
8233,0
8248,0
8249,0
8255,1
8260,0
8263,0
8265,1
8268,0
8269,0
8272,0
8273,0
8275,0
8277,0
8281,1
8282,1
8290,0
8293,0
8299,1
8302,0
8303,1
8305,1
8306,1
8307,0
8308,1
8313,0
8316,1
8319,1
8322,1
8323,1
8325,0
8326,1
8327,0
8328,1
8331,1
8333,1
8336,0
8338,0
8340,0
8342,0
8343,1
8353,1
8354,0
8357,1
8358,0
8359,1
8373,0
8376,1
8379,1
8380,0
8381,1
8384,0
8395,1
8398,0
8403,1
8407,1
8413,1
8417,1
8420,1
8421,1
8424,1
8426,1
8427,1
8438,1
8439,0
8442,1
8449,1
8456,0
8460,0
8462,0
8465,0
8466,0
8467,0
8469,1
8470,1
8474,0
8479,0
8481,0
8482,0
8485,1
8488,0
8492,0
8493,0
8495,0
8499,0
8501,1
8519,1
8521,0
8525,1
8527,0
8529,0
8532,0
8534,0
8535,0
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,0
8568,0
8569,1
8573,0
8583,0
8588,0
8590,0
8592,0
8593,1
8594,1
8597,0
8600,1
8601,1
8602,1
8603,1
8604,0
8605,1
8611,1
8614,0
8616,0
8617,0
8619,1
8626,0
8629,1
8630,0
8632,0
8634,0
8641,0
8645,0
8649,1
8652,1
8666,0
8671,1
8672,0
8675,0
8678,1
8679,0
8682,0
8687,1
8701,0
8703,0
8707,1
8713,0
8716,0
8719,0
8725,1
8730,0
8731,0
8748,0
8749,0
8756,0
8764,0
8765,1
8769,1
8771,1
8772,1
8773,1
8779,0
8792,0
8794,0
8796,0
8798,0
8803,0
8807,0
8809,0
8811,0
8813,0
8814,0
8818,0
8819,0
8820,0
8821,0
8822,0
8824,0
8826,0
8827,0
8828,0
8833,0
8834,0
8845,0
8847,0
8849,0
8861,0
8867,0
8868,0
8870,0
8873,0
8874,0
8876,1
8877,0
8879,0
8882,0
8884,1
8889,0
8891,0
8894,1
8895,0
8897,0
8898,1
8901,0
8904,0
8909,0
8910,0
8911,1
8915,0
8917,0
8918,0
8919,1
8922,0
8925,1
8928,1
8929,0
8930,0
8932,0
8937,1
8940,1
8943,0
8950,1
8951,0
8954,1
8958,0
8960,0
8964,0
8975,1
8977,0
8981,1
8982,1
8984,1
8988,0
8990,1
8991,1
8995,0
8997,0
9003,0
9004,0
9010,0
9011,0
9013,1
9014,0
9015,0
9017,0
9019,1
9021,1
9024,0
9032,0
9035,1
9036,0
9037,0
9043,0
9046,1
9048,0
9049,0
9050,0
9056,1
9063,0
9065,1
9066,0
9068,0
9069,0
9070,0
9073,1
9076,0
9091,1
9092,0
9104,1
9105,1
9108,1
9111,0
9115,1
9117,0
9122,0
9125,0
9127,0
9129,1
9133,0
9136,1
9138,1
9140,0
9147,1
9150,0
9152,1
9153,1
9155,0
9158,1
9160,0
9163,0
9165,0
9167,1
9168,0
9170,1
9176,0
9178,0
9184,1
9186,0
9188,0
9189,1
9190,0
9196,0
9198,0
9199,0
9200,0
9201,0
9202,0
9204,0
9205,0
9213,0
9214,1
9224,1
9227,1
9228,1
9229,0
9234,1
9236,0
9241,0
9243,0
9245,1
9256,1
9258,0
9261,0
9274,0
9279,0
9282,0
9284,0
9285,1
9291,0
9295,0
9299,0
9302,0
9304,0
9305,0
9306,0
9310,0
9312,0
9316,0
9318,0
9323,0
9326,0
9327,0
9328,0
9331,0
9335,0
9336,0
9340,1
9349,0
9352,0
9353,1
9354,0
9356,0
9357,1
9358,1
9359,1
9364,0
9366,1
9369,1
9370,0
9379,1
9381,1
9383,0
9389,0
9390,0
9392,0
9394,0
9398,1
9399,0
9400,0
9407,1
9409,0
9412,1
9413,1
9415,1
9419,1
9423,1
9424,1
9426,1
9427,0
9428,1
9429,1
9433,1
9437,1
9440,0
9442,1
9443,0
9444,0
9447,1
9459,0
9461,1
9462,1
9464,1
9473,1
9475,1
9476,1
